id,title,placename,state,lga,parish,feature_term,latitude,longitude,source,flag,description,datestart,dateend,linkback,tlcmaplink,layerlink,state_id
a18ef1,Long Reach,Long Reach,TAS,George Town,,Suburb/Locality,-41.15999985,146.9299927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18ef1,http://tlcmap.org/ghap,1288
a18f0e,Longley,Longley,TAS,Kingborough,,Suburb/Locality,-42.97000122,147.1900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f0e,http://tlcmap.org/ghap,1288
a18f14,Lonnavale,Lonnavale,TAS,Huon Valley,,Suburb/Locality,-42.95000076,146.8200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f14,http://tlcmap.org/ghap,1288
a18f26,Loongana,Loongana,TAS,Central Coast,,Suburb/Locality,-41.40999985,145.9400024,Australian Gazetteer,,Gazetted,,,,http://tlcmap.org/ghap/search?id=a18f26,http://tlcmap.org/ghap,1288
a18f2c,Loorana,Loorana,TAS,King Island,,Suburb/Locality,-39.84000015,143.8899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f2c,http://tlcmap.org/ghap,1288
a18f37,Lorinna,Lorinna,TAS,Kentish,,Suburb/Locality,-41.54000092,146.1300049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f37,http://tlcmap.org/ghap,1288
a18f47,Lottah,Lottah,TAS,Break O'Day,,Suburb/Locality,-41.22000122,148.0200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f47,http://tlcmap.org/ghap,1288
a18f52,Louisville,Louisville,TAS,Glamorgan-Spring Bay,,District1,-42.54000092,147.9100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f52,http://tlcmap.org/ghap,1288
a18f62,Low Head,Low Head,TAS,George Town,,Suburb/Locality,-41.04999924,146.8200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f62,http://tlcmap.org/ghap,1288
a18f6c,Lowana,Lowana,TAS,West Coast,,Historical locality,-42.18999863,145.3600006,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18f6c,http://tlcmap.org/ghap,1288
a18f6f,Lowdina,Lowdina,TAS,Southern Midlands,,District1,-42.63000107,147.4199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f6f,http://tlcmap.org/ghap,1288
a18f70,Lower Barrington,Lower Barrington,TAS,Kentish,,Suburb/Locality,-41.29000092,146.2899933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f70,http://tlcmap.org/ghap,1288
a18f71,Lower Beulah,Lower Beulah,TAS,Kentish,,Suburb/Locality,-41.45999908,146.3899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f71,http://tlcmap.org/ghap,1288
a18f77,Lower Longley,Lower Longley,TAS,,,Suburb/Locality,-42.97000122,147.1399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f77,http://tlcmap.org/ghap,1288
a18f7a,Lower Marshes,Lower Marshes,TAS,Central Highlands,,Suburb/Locality,-42.34000015,147.1900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f7a,http://tlcmap.org/ghap,1288
a18f7b,Lower Mount Hicks,Lower Mount Hicks,TAS,Waratah-Wynyard,,District1,-41.04999924,145.7400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f7b,http://tlcmap.org/ghap,1288
a18f7f,Lower Sandy Bay,Lower Sandy Bay,TAS,Hobart,,"Locality, Unbounded",-42.90999985,147.3300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f7f,http://tlcmap.org/ghap,1288
a18f81,Lower Snug,Lower Snug,TAS,Kingborough,,Suburb/Locality,-43.06999969,147.25,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f81,http://tlcmap.org/ghap,1288
a18f85,Lower Turners Marsh,Lower Turners Marsh,TAS,Launceston,,Suburb/Locality,-41.20000076,147.1100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f85,http://tlcmap.org/ghap,1288
a18f86,Lower Wattle Grove,Lower Wattle Grove,TAS,Huon Valley,,Suburb/Locality,-43.15999985,146.9900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f86,http://tlcmap.org/ghap,1288
a18f87,Lower Wilmot,Lower Wilmot,TAS,Kentish,,Suburb/Locality,-41.33000183,146.1900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f87,http://tlcmap.org/ghap,1288
a18f92,Loyetea,Loyetea,TAS,Central Coast,,Suburb/Locality,-41.29000092,145.9499969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f92,http://tlcmap.org/ghap,1288
a18f99,Lucaston,Lucaston,TAS,Huon Valley,,Suburb/Locality,-42.97999954,147.0500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18f99,http://tlcmap.org/ghap,1288
a18fa8,Lughrata,Lughrata,TAS,Flinders,,Suburb/Locality,-39.95999908,147.9199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fa8,http://tlcmap.org/ghap,1288
a18fab,Luina,Luina,TAS,Waratah-Wynyard,,Suburb/Locality,-41.45999908,145.3800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fab,http://tlcmap.org/ghap,1288
a18fb0,Lulworth,Lulworth,TAS,George Town,,Suburb/Locality,-41.0,147.0700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fb0,http://tlcmap.org/ghap,1288
a18fb6,Lunawanna,Lunawanna,TAS,Kingborough,,Suburb/Locality,-43.36000061,147.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fb6,http://tlcmap.org/ghap,1288
a18fbf,Lune River,Lune River,TAS,Huon Valley,,Suburb/Locality,-43.43000031,146.8999939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fbf,http://tlcmap.org/ghap,1288
a18fc4,Lutana,Lutana,TAS,Glenorchy,,Suburb/Locality,-42.83000183,147.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fc4,http://tlcmap.org/ghap,1288
a18fc6,Lutregala,Lutregala,TAS,Kingborough,,Historical locality,-43.29999924,147.3099976,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18fc6,http://tlcmap.org/ghap,1288
a18fcd,Lyme Regis,Lyme Regis,TAS,Dorset,,"Locality, Unbounded",-40.77000046,148.0299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fcd,http://tlcmap.org/ghap,1288
a18fce,Lymington,Lymington,TAS,Huon Valley,,Suburb/Locality,-43.20000076,147.0599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fce,http://tlcmap.org/ghap,1288
a18fd0,Lymwood,Lymwood,TAS,King Island,,Suburb/Locality,-40.00999832,144.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fd0,http://tlcmap.org/ghap,1288
a18fd4,Lynchford,Lynchford,TAS,West Coast,,District1,-42.11000061,145.5200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18fd4,http://tlcmap.org/ghap,1288
a18fd5,Lyndhurst,Lyndhurst,TAS,Dorset,,District1,-40.91999817,147.6199951,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18fd5,http://tlcmap.org/ghap,1288
a19007,Macquarie Heads,Macquarie Heads,TAS,West Coast,,Suburb/Locality,-42.20999908,145.2100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19007,http://tlcmap.org/ghap,1288
a1900a,Macquarie Plains,Macquarie Plains,TAS,Derwent Valley,,Suburb/Locality,-42.70999908,146.9100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1900a,http://tlcmap.org/ghap,1288
a19020,Magnet,Magnet,TAS,Waratah-Wynyard,,District1,-41.43000031,145.4600067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19020,http://tlcmap.org/ghap,1288
a19029,Magra,Magra,TAS,Derwent Valley,,Suburb/Locality,-42.75,147.0500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19029,http://tlcmap.org/ghap,1288
a19030,Maidstone,Maidstone,TAS,Devonport,,District1,-41.20999908,146.3300018,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a19030,http://tlcmap.org/ghap,1288
a1904a,Malbina,Malbina,TAS,Derwent Valley,,Suburb/Locality,-42.79000092,147.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1904a,http://tlcmap.org/ghap,1288
a1904e,Mallanna,Mallanna,TAS,West Coast,,Historical locality,-42.00999832,145.2700043,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1904e,http://tlcmap.org/ghap,1288
a1905b,Mangalore,Mangalore,TAS,Southern Midlands,,Suburb/Locality,-42.65000153,147.2400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1905b,http://tlcmap.org/ghap,1288
a1905e,Mangana,Mangana,TAS,Break O'Day,,Suburb/Locality,-41.59999847,147.8800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1905e,http://tlcmap.org/ghap,1288
a19069,Mannings Jetty,Mannings Jetty,TAS,Central Coast,,"Locality, Unbounded",-41.15000153,146.1100006,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a19069,http://tlcmap.org/ghap,1288
a1907a,Mara,Mara,TAS,Dorset,,Historical locality,-41.13000107,147.7299957,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1907a,http://tlcmap.org/ghap,1288
a1907e,Maranoa Heights,Maranoa Heights,TAS,Kingborough,,District1,-42.97999954,147.3000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1907e,http://tlcmap.org/ghap,1288
a1908d,Margate,Margate,TAS,Kingborough,,Suburb/Locality,-43.02000046,147.2599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1908d,http://tlcmap.org/ghap,1288
a1909d,Marion Bay,Marion Bay,TAS,Sorell,,Suburb/Locality,-42.81999969,147.8500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1909d,http://tlcmap.org/ghap,1288
a190a9,Marlborough,Marlborough,TAS,Central Highlands,,"Locality, Unbounded",-42.15000153,146.4700012,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a190a9,http://tlcmap.org/ghap,1288
a190ad,Marrawah,Marrawah,TAS,Circular Head,,Suburb/Locality,-40.90999985,144.6900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a190ad,http://tlcmap.org/ghap,1288
a190cc,Marshlands,Marshlands,TAS,Brighton,,District1,-42.72999954,147.1799927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a190cc,http://tlcmap.org/ghap,1288
a190e4,Maryland,Maryland,TAS,Kentish,,District1,-41.65000153,145.9199982,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a190e4,http://tlcmap.org/ghap,1288
a190f4,Mathinna,Mathinna,TAS,Break O'Day,,Suburb/Locality,-41.47000122,147.8800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a190f4,http://tlcmap.org/ghap,1288
a19108,Mawbanna,Mawbanna,TAS,Circular Head,,Suburb/Locality,-40.95000076,145.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19108,http://tlcmap.org/ghap,1288
a1910a,Mawbanna Siding,Mawbanna Siding,TAS,Circular Head,,District1,-40.90000153,145.3399963,Australian Gazetteer,,Rescinded 2016,,,,http://tlcmap.org/ghap/search?id=a1910a,http://tlcmap.org/ghap,1288
a1910b,Maweena,Maweena,TAS,Waratah-Wynyard,,District1,-41.13000107,145.5299988,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1910b,http://tlcmap.org/ghap,1288
a1910d,Maweena Station,Maweena Station,TAS,Waratah-Wynyard,,Historical locality,-41.13000107,145.5299988,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1910d,http://tlcmap.org/ghap,1288
a19118,Mayberry,Mayberry,TAS,Meander Valley,,Suburb/Locality,-41.56000137,146.3000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19118,http://tlcmap.org/ghap,1288
a1911a,Maydena,Maydena,TAS,Derwent Valley,,Suburb/Locality,-42.75,146.6199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1911a,http://tlcmap.org/ghap,1288
a1911f,Mayfield,Mayfield,TAS,Launceston,,Suburb/Locality,-41.38000107,147.1300049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1911f,http://tlcmap.org/ghap,1288
a1917f,Meadowbank,Meadowbank,TAS,Central Highlands,,Suburb/Locality,-42.61000061,146.8399963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1917f,http://tlcmap.org/ghap,1288
a1918a,Meander,Meander,TAS,Meander Valley,,Suburb/Locality,-41.72000122,146.6000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1918a,http://tlcmap.org/ghap,1288
a19190,Meander Valley,Meander Valley,TAS,Meander Valley,,Municipality/City,-41.627,146.486,TAS LGA,Only accurate to LGA,SpecLegis,,,,http://tlcmap.org/ghap/search?id=a19190,http://tlcmap.org/ghap,1288
a191aa,Mella,Mella,TAS,Circular Head,,Suburb/Locality,-40.84000015,145.0700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191aa,http://tlcmap.org/ghap,1288
a191ac,Melrose,Melrose,TAS,Devonport,,Suburb/Locality,-41.24000168,146.2799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191ac,http://tlcmap.org/ghap,1288
a191b2,Melton Mowbray,Melton Mowbray,TAS,Southern Midlands,,Suburb/Locality,-42.47000122,147.1699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191b2,http://tlcmap.org/ghap,1288
a191b5,Memana,Memana,TAS,Flinders,,Suburb/Locality,-39.97999954,148.0899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191b5,http://tlcmap.org/ghap,1288
a191bb,Mengha,Mengha,TAS,Circular Head,,Suburb/Locality,-40.88999939,145.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191bb,http://tlcmap.org/ghap,1288
a191db,Mersey Forest,Mersey Forest,TAS,Meander Valley,,Suburb/Locality,-41.68999863,146.2100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191db,http://tlcmap.org/ghap,1288
a191e4,Merseylea,Merseylea,TAS,Kentish,,Suburb/Locality,-41.36000061,146.4700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191e4,http://tlcmap.org/ghap,1288
a191e6,Merton,Merton,TAS,Glenorchy,,"Locality, Unbounded",-42.84999847,147.25,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191e6,http://tlcmap.org/ghap,1288
a191ee,Meunna,Meunna,TAS,Waratah-Wynyard,,Suburb/Locality,-41.08000183,145.4700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191ee,http://tlcmap.org/ghap,1288
a191f5,Miandetta,Miandetta,TAS,Devonport,,Suburb/Locality,-41.18999863,146.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a191f5,http://tlcmap.org/ghap,1288
a19210,Middle Dump,Middle Dump,TAS,West Coast,,District1,-42.29999924,145.9199982,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a19210,http://tlcmap.org/ghap,1288
a1922c,Middlesex,Middlesex,TAS,Kentish,,Suburb/Locality,-41.5,145.9299927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1922c,http://tlcmap.org/ghap,1288
a1922e,Middleton,Middleton,TAS,Kingborough,,Suburb/Locality,-43.22999954,147.25,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1922e,http://tlcmap.org/ghap,1288
a19238,Midway Point,Midway Point,TAS,Sorell,,Suburb/Locality,-42.79999924,147.5200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19238,http://tlcmap.org/ghap,1288
a19239,Miena,Miena,TAS,Central Highlands,,Suburb/Locality,-41.99000168,146.6999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19239,http://tlcmap.org/ghap,1288
a19242,Milabena,Milabena,TAS,Waratah-Wynyard,,Suburb/Locality,-41.02000046,145.5099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19242,http://tlcmap.org/ghap,1288
a1925c,Millers Bluff,Millers Bluff,TAS,Central Highlands,,Suburb/Locality,-41.95000076,147.0899963,Australian Gazetteer,,Gazetted,,,,http://tlcmap.org/ghap/search?id=a1925c,http://tlcmap.org/ghap,1288
a1926c,Millvale,Millvale,TAS,Brighton,,District1,-42.72000122,147.1699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1926c,http://tlcmap.org/ghap,1288
a19277,Miners Row,Miners Row,TAS,Devonport,,Historical locality,-41.20999908,146.2799988,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a19277,http://tlcmap.org/ghap,1288
a1928b,Missing Link,Missing Link,TAS,Central Highlands,,"Locality, Unbounded",-41.97999954,146.6699982,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1928b,http://tlcmap.org/ghap,1288
a192a3,Moina,Moina,TAS,Kentish,,Suburb/Locality,-41.47999954,146.0700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192a3,http://tlcmap.org/ghap,1288
a192a6,Mole Creek,Mole Creek,TAS,Meander Valley,,Suburb/Locality,-41.54999924,146.3999939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192a6,http://tlcmap.org/ghap,1288
a192ab,Molesworth,Molesworth,TAS,Derwent Valley,,Suburb/Locality,-42.79999924,147.1499939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192ab,http://tlcmap.org/ghap,1288
a192af,Moltema,Moltema,TAS,Meander Valley,,Suburb/Locality,-41.45999908,146.5200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192af,http://tlcmap.org/ghap,1288
a192c0,Monomeath,Monomeath,TAS,Kingborough,,Populated Place,-42.95000076,147.3399963,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a192c0,http://tlcmap.org/ghap,1288
a192ca,Montacute,Montacute,TAS,Central Highlands,,Historical locality,-42.47000122,146.9199982,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a192ca,http://tlcmap.org/ghap,1288
a192cc,Montagu,Montagu,TAS,Circular Head,,Suburb/Locality,-40.77000046,144.9499969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192cc,http://tlcmap.org/ghap,1288
a192ce,Montagu Bay,Montagu Bay,TAS,Clarence,,Suburb/Locality,-42.86000061,147.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192ce,http://tlcmap.org/ghap,1288
a192da,Montana,Montana,TAS,Meander Valley,,Suburb/Locality,-41.59000015,146.5700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192da,http://tlcmap.org/ghap,1288
a192df,Montello,Montello,TAS,Burnie,,Suburb/Locality,-41.04999924,145.8899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192df,http://tlcmap.org/ghap,1288
a192ea,Montrose,Montrose,TAS,Glenorchy,,Suburb/Locality,-42.81999969,147.2599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192ea,http://tlcmap.org/ghap,1288
a192eb,Montumana,Montumana,TAS,Circular Head,,Suburb/Locality,-40.95000076,145.5099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192eb,http://tlcmap.org/ghap,1288
a192f0,Moogara,Moogara,TAS,Derwent Valley,,Suburb/Locality,-42.77999878,146.8999939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192f0,http://tlcmap.org/ghap,1288
a192f3,Moonah,Moonah,TAS,Glenorchy,,Suburb/Locality,-42.84000015,147.2899933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192f3,http://tlcmap.org/ghap,1288
a192f5,Moonameeta,Moonameeta,TAS,Break O'Day,,District1,-41.54999924,147.9799957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a192f5,http://tlcmap.org/ghap,1288
a1930a,Mooreville,Mooreville,TAS,Burnie,,Suburb/Locality,-41.09000015,145.8600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1930a,http://tlcmap.org/ghap,1288
a1930b,Moorina,Moorina,TAS,Dorset,,Suburb/Locality,-41.11999893,147.8699951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1930b,http://tlcmap.org/ghap,1288
a19310,Moorleah,Moorleah,TAS,Waratah-Wynyard,,Suburb/Locality,-40.97999954,145.6100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19310,http://tlcmap.org/ghap,1288
a19319,Morass Bay,Morass Bay,TAS,Central Highlands,,Suburb/Locality,-42.02000046,146.9299927,Australian Gazetteer,,Gazetted,,,,http://tlcmap.org/ghap/search?id=a19319,http://tlcmap.org/ghap,1288
a1931b,Moreton,Moreton,TAS,Central Coast,,"Locality, Unbounded",-41.25999832,146.1799927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1931b,http://tlcmap.org/ghap,1288
a19324,Moriarty,Moriarty,TAS,Latrobe,,Suburb/Locality,-41.20999908,146.4799957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19324,http://tlcmap.org/ghap,1288
a1932f,Mornington,Mornington,TAS,Clarence,,Suburb/Locality,-42.84999847,147.3899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1932f,http://tlcmap.org/ghap,1288
a1934c,Moss Glen,Moss Glen,TAS,Huon Valley,,District1,-43.52999878,146.8800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1934c,http://tlcmap.org/ghap,1288
a193ee,Mount Direction,Mount Direction,TAS,George Town,,Suburb/Locality,-41.24000168,147.0099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a193ee,http://tlcmap.org/ghap,1288
a19413,Mount Field,Mount Field,TAS,Derwent Valley,,Suburb/Locality,-42.65999985,146.5899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19413,http://tlcmap.org/ghap,1288
a19445,Mount Hicks,Mount Hicks,TAS,Waratah-Wynyard,,Suburb/Locality,-41.06000137,145.7400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19445,http://tlcmap.org/ghap,1288
a1947d,Mount Lloyd,Mount Lloyd,TAS,Derwent Valley,,Suburb/Locality,-42.84000015,146.9400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1947d,http://tlcmap.org/ghap,1288
a194c4,Mount Nelson,Mount Nelson,TAS,Hobart,,Suburb/Locality,-42.91999817,147.3200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a194c4,http://tlcmap.org/ghap,1288
a194c7,Mount Nicholas,Mount Nicholas,TAS,Break O'Day,,District1,-41.54999924,148.1000061,Australian Gazetteer,,Discontinued,,,,http://tlcmap.org/ghap/search?id=a194c7,http://tlcmap.org/ghap,1288
a19515,Mount Roland,Mount Roland,TAS,Kentish,,Suburb/Locality,-41.45999908,146.2599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19515,http://tlcmap.org/ghap,1288
a1951f,Mount Rumney,Mount Rumney,TAS,Clarence,,Suburb/Locality,-42.84999847,147.4400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1951f,http://tlcmap.org/ghap,1288
a1952b,Mount Seymour,Mount Seymour,TAS,Southern Midlands,,Suburb/Locality,-42.40000153,147.4400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1952b,http://tlcmap.org/ghap,1288
a19544,Mount Stuart,Mount Stuart,TAS,Hobart,,Suburb/Locality,-42.86999893,147.3000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19544,http://tlcmap.org/ghap,1288
a19562,Mount William,Mount William,TAS,Break O'Day,,Suburb/Locality,-40.93000031,148.2400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19562,http://tlcmap.org/ghap,1288
a1957f,Mountain River,Mountain River,TAS,Huon Valley,,Suburb/Locality,-42.93999863,147.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1957f,http://tlcmap.org/ghap,1288
a19585,Mowbray,Mowbray,TAS,Launceston,,Suburb/Locality,-41.40000153,147.1399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19585,http://tlcmap.org/ghap,1288
a19587,Mowbray Heights,Mowbray Heights,TAS,Launceston,,"Locality, Unbounded",-41.40000153,147.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19587,http://tlcmap.org/ghap,1288
a195c6,Murdunna,Murdunna,TAS,Tasman,,Suburb/Locality,-42.93999863,147.8600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a195c6,http://tlcmap.org/ghap,1288
a195e1,Musketts Corner,Musketts Corner,TAS,Huon Valley,,"Locality, Unbounded",-43.06000137,147.0299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a195e1,http://tlcmap.org/ghap,1288
a195e6,Musselboro,Musselboro,TAS,Launceston,,District1,-41.45999908,147.4400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a195e6,http://tlcmap.org/ghap,1288
a195e9,Musselroe Bay,Musselroe Bay,TAS,Dorset,,Suburb/Locality,-40.88000107,148.1399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a195e9,http://tlcmap.org/ghap,1288
a195f3,Myalla,Myalla,TAS,Waratah-Wynyard,,Suburb/Locality,-40.97999954,145.5700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a195f3,http://tlcmap.org/ghap,1288
a195fa,Myrtle Bank,Myrtle Bank,TAS,Launceston,,Suburb/Locality,-41.29000092,147.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a195fa,http://tlcmap.org/ghap,1288
a19610,Nabageena,Nabageena,TAS,Circular Head,,Suburb/Locality,-40.97999954,145.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19610,http://tlcmap.org/ghap,1288
a19611,Nabowla,Nabowla,TAS,Dorset,,Suburb/Locality,-41.16999817,147.3600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a19611,http://tlcmap.org/ghap,1288
