id,title,placename,state,lga,parish,feature_term,latitude,longitude,source,flag,description,datestart,dateend,linkback,tlcmaplink,layerlink,state_id
a183f5,Greystone Bluff,Greystone Bluff,TAS,Huon Valley,,Mountain,-43.06999969,146.0599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183f5,http://tlcmap.org/ghap,1288
a183f6,Grieve Siding,Grieve Siding,TAS,West Coast,,Historical locality,-41.99000168,145.3600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183f6,http://tlcmap.org/ghap,1288
a183f7,Grieves Hill,Grieves Hill,TAS,Southern Midlands,,Hill,-42.52000046,147.4700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183f7,http://tlcmap.org/ghap,1288
a183f8,Griffin Creek,Griffin Creek,TAS,Derwent Valley,,Stream,-42.70999908,146.3699951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183f8,http://tlcmap.org/ghap,1288
a183f9,Griffin Forest Reserve,Griffin Forest Reserve,TAS,Break O'Day,,Reserve,-41.45999908,147.8399963,Australian Gazetteer,,ForResv,,,,http://tlcmap.org/ghap/search?id=a183f9,http://tlcmap.org/ghap,1288
a183fa,Griffin Hill,Griffin Hill,TAS,Break O'Day,,Hill,-41.45999908,147.8600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183fa,http://tlcmap.org/ghap,1288
a183fb,Griffith Erratic,Griffith Erratic,TAS,Central Highlands,,Rock,-42.63000107,146.5800018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183fb,http://tlcmap.org/ghap,1288
a183fc,Griffiths Creek,Griffiths Creek,TAS,Central Highlands,,Stream,-42.22000122,146.0899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183fc,http://tlcmap.org/ghap,1288
a183fd,Griffiths Creek,Griffiths Creek,TAS,Glamorgan-Spring Bay,,Stream,-42.49000168,147.7899933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183fd,http://tlcmap.org/ghap,1288
a183fe,Griffiths Creek,Griffiths Creek,TAS,West Coast,,Stream,-42.50999832,145.2700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183fe,http://tlcmap.org/ghap,1288
a183ff,Griffiths Flats,Griffiths Flats,TAS,Central Coast,,Plain,-41.40000153,146.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183ff,http://tlcmap.org/ghap,1288
a18400,Griffiths Marsh,Griffiths Marsh,TAS,Break O'Day,,Swamp,-41.16999817,148.1699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18400,http://tlcmap.org/ghap,1288
a18401,Griffiths Point,Griffiths Point,TAS,Circular Head,,Point,-40.79999924,145.0700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18401,http://tlcmap.org/ghap,1288
a18402,Griffiths Point,Griffiths Point,TAS,Latrobe,,Point,-41.13999939,146.5599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18402,http://tlcmap.org/ghap,1288
a18403,Griffiths Ridge,Griffiths Ridge,TAS,Central Coast,,Ridge2,-41.38000107,145.9900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18403,http://tlcmap.org/ghap,1288
a18404,Griffiths Ridge,Griffiths Ridge,TAS,Tasman,,Ridge2,-43.06999969,147.7100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18404,http://tlcmap.org/ghap,1288
a18405,Griffiths Rivulet,Griffiths Rivulet,TAS,Glamorgan-Spring Bay,,Stream,-42.63999939,147.8899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18405,http://tlcmap.org/ghap,1288
a18406,Griggs Creek,Griggs Creek,TAS,Huon Valley,,Stream,-43.02999878,146.8200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18406,http://tlcmap.org/ghap,1288
a18407,Grimes Creek,Grimes Creek,TAS,King Island,,Stream,-39.97999954,144.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18407,http://tlcmap.org/ghap,1288
a18409,Grimes Sugarloaf,Grimes Sugarloaf,TAS,Northern Midlands,,Hill,-42.09000015,147.4799957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18409,http://tlcmap.org/ghap,1288
a1840a,Grindelwald,Grindelwald,TAS,West Tamar,,Suburb/Locality,-41.34000015,147.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1840a,http://tlcmap.org/ghap,1288
a1840b,Grindelwald Flat,Grindelwald Flat,TAS,Central Highlands,,Plain,-41.97000122,147.0399933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1840b,http://tlcmap.org/ghap,1288
a1840c,Grindstone Bay,Grindstone Bay,TAS,Glamorgan-Spring Bay,,Bay,-42.43000031,147.9900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1840c,http://tlcmap.org/ghap,1288
a1840d,Grindstone Beach,Grindstone Beach,TAS,Glamorgan-Spring Bay,,Beach,-42.43999863,147.9900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1840d,http://tlcmap.org/ghap,1288
a1840e,Grindstone Point,Grindstone Point,TAS,Glamorgan-Spring Bay,,Point,-42.43999863,148.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1840e,http://tlcmap.org/ghap,1288
a1840f,Grining Creek,Grining Creek,TAS,West Coast,,Stream,-42.63999939,145.6499939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1840f,http://tlcmap.org/ghap,1288
a18410,Grinings Landing,Grinings Landing,TAS,West Coast,,Landing,-42.59999847,145.75,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18410,http://tlcmap.org/ghap,1288
a18411,Gripe Creek,Gripe Creek,TAS,Break O'Day,,Stream,-41.06999969,148.2100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18411,http://tlcmap.org/ghap,1288
a18412,Gripe Creek Corner,Gripe Creek Corner,TAS,Break O'Day,,District1,-41.04999924,148.2100067,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18412,http://tlcmap.org/ghap,1288
a18413,Grongar Hill,Grongar Hill,TAS,Glamorgan-Spring Bay,,Hill,-42.18000031,148.0399933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18413,http://tlcmap.org/ghap,1288
a18414,Groom River,Groom River,TAS,Break O'Day,,Stream,-41.22000122,147.9700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18414,http://tlcmap.org/ghap,1288
a18415,Groombridge Point,Groombridge Point,TAS,Derwent Valley,,Point,-42.93999863,146.1600037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18415,http://tlcmap.org/ghap,1288
a18416,Grooms Hill,Grooms Hill,TAS,Tasman,,Hill,-43.08000183,147.7799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18416,http://tlcmap.org/ghap,1288
a18417,Groove Creek,Groove Creek,TAS,Central Coast,,Stream,-41.31000137,146.1699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18417,http://tlcmap.org/ghap,1288
a18418,Grosse Creek,Grosse Creek,TAS,Kingborough,,Stream,-43.25,147.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18418,http://tlcmap.org/ghap,1288
a18419,Grosse Mount,Grosse Mount,TAS,Kingborough,,Mountain,-43.25,147.1999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18419,http://tlcmap.org/ghap,1288
a1841a,Grotto Creek,Grotto Creek,TAS,Glamorgan-Spring Bay,,Stream,-42.24000168,148.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1841a,http://tlcmap.org/ghap,1288
a1841b,Grotto Creek,Grotto Creek,TAS,Huon Valley,,Stream,-43.52000046,146.5299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1841b,http://tlcmap.org/ghap,1288
a1841c,Ground Glass Plain,Ground Glass Plain,TAS,Kentish,,Plain,-41.59999847,145.9199982,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1841c,http://tlcmap.org/ghap,1288
a1841d,Grove,Grove,TAS,Huon Valley,,Suburb/Locality,-42.97999954,147.0899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1841d,http://tlcmap.org/ghap,1288
a1841e,Groves Creek,Groves Creek,TAS,Break O'Day,,Stream,-40.97000122,148.2799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1841e,http://tlcmap.org/ghap,1288
a1841f,Groves Point,Groves Point,TAS,Northern Midlands,,Point,-42.22999954,147.8000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1841f,http://tlcmap.org/ghap,1288
a18420,Growling Swallet,Growling Swallet,TAS,Derwent Valley,,Cave,-42.68000031,146.4900055,Australian Gazetteer,,"Discontinued, 15 September 2010",,,,http://tlcmap.org/ghap/search?id=a18420,http://tlcmap.org/ghap,1288
a18421,Grub Lake,Grub Lake,TAS,Central Highlands,,Lake,-41.75999832,146.5200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18421,http://tlcmap.org/ghap,1288
a18422,Grubbed Marsh Creek,Grubbed Marsh Creek,TAS,Central Highlands,,Stream,-42.31999969,146.9400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18422,http://tlcmap.org/ghap,1288
a18423,Grubbys Point,Grubbys Point,TAS,West Coast,,Point,-42.40999985,145.5099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18423,http://tlcmap.org/ghap,1288
a18424,Gruebers Gully,Gruebers Gully,TAS,Glamorgan-Spring Bay,,Gully,-42.52000046,147.8300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18424,http://tlcmap.org/ghap,1288
a18425,Grummet Island,Grummet Island,TAS,West Coast,,Island,-42.38000107,145.4499969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18425,http://tlcmap.org/ghap,1288
a18426,Grundys Creek,Grundys Creek,TAS,Huon Valley,,Stream,-42.93999863,147.1399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18426,http://tlcmap.org/ghap,1288
a18427,Grundys Point,Grundys Point,TAS,Kingborough,,Point,-43.36000061,147.2100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18427,http://tlcmap.org/ghap,1288
a18428,Grunter Swallets,Grunter Swallets,TAS,Meander Valley,,Cave,-41.54000092,146.2799988,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18428,http://tlcmap.org/ghap,1288
a18429,Guardian Creek,Guardian Creek,TAS,Huon Valley,,Stream,-43.41999817,146.2599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18429,http://tlcmap.org/ghap,1288
a1842a,Guards Lagoon,Guards Lagoon,TAS,Glamorgan-Spring Bay,,Lagoon,-42.65999985,148.0200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1842a,http://tlcmap.org/ghap,1288
a1842b,Guelph Basin,Guelph Basin,TAS,Central Highlands,,Bay,-42.25999832,146.1999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1842b,http://tlcmap.org/ghap,1288
a1842c,Guelph Narrows,Guelph Narrows,TAS,Central Highlands,,Pass,-42.25999832,146.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1842c,http://tlcmap.org/ghap,1288
a1842d,Guelph River,Guelph River,TAS,Central Highlands,,Stream,-42.22999954,146.1900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1842d,http://tlcmap.org/ghap,1288
a1842e,Guide Falls,Guide Falls,TAS,Burnie,,Waterfall,-41.15000153,145.8000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1842e,http://tlcmap.org/ghap,1288
a1842f,Guide Reservoir,Guide Reservoir,TAS,Burnie,,Lake,-41.22999954,145.7599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1842f,http://tlcmap.org/ghap,1288
a18430,Guide River,Guide River,TAS,Burnie,,Stream,-41.18999863,145.7799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18430,http://tlcmap.org/ghap,1288
a18431,Guiding Star Creek,Guiding Star Creek,TAS,Dorset,,Stream,-41.18999863,147.75,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18431,http://tlcmap.org/ghap,1288
a18432,Guidons Bottom,Guidons Bottom,TAS,Northern Midlands,,Plain,-41.84000015,147.5099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18432,http://tlcmap.org/ghap,1288
a18433,Guildford,Guildford,TAS,Waratah-Wynyard,,Suburb/Locality,-41.41999817,145.6900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18433,http://tlcmap.org/ghap,1288
a18434,Guilford Sugarloaf,Guilford Sugarloaf,TAS,Central Highlands,,Hill,-42.43000031,146.8099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18434,http://tlcmap.org/ghap,1288
a18435,Guilfoyle Creek,Guilfoyle Creek,TAS,West Coast,,Stream,-42.11000061,145.5500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18435,http://tlcmap.org/ghap,1288
a18436,Gulches Reef,Gulches Reef,TAS,West Coast,,Reef,-43.27999878,145.8000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18436,http://tlcmap.org/ghap,1288
a18437,Gulchway,Gulchway,TAS,King Island,,Cove,-40.13999939,143.9100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18437,http://tlcmap.org/ghap,1288
a18438,Gulf Creek,Gulf Creek,TAS,Central Highlands,,Stream,-42.43999863,146.5500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18438,http://tlcmap.org/ghap,1288
a18439,Gull Island,Gull Island,TAS,Flinders,,Island,-40.43000031,148.4900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18439,http://tlcmap.org/ghap,1288
a1843a,Gull Island Conservation Area,Gull Island Conservation Area,TAS,Flinders,,Reserve,-40.43000031,148.4900055,Australian Gazetteer,,Parks 14/15,,,,http://tlcmap.org/ghap/search?id=a1843a,http://tlcmap.org/ghap,1288
a1843b,Gull Reef,Gull Reef,TAS,Huon Valley,,Reef,-43.34999847,146.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1843b,http://tlcmap.org/ghap,1288
a1843c,Gull Rock,Gull Rock,TAS,Flinders,,Island,-40.43000031,148.5,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1843c,http://tlcmap.org/ghap,1288
a1843d,Gull Rock,Gull Rock,TAS,Glamorgan-Spring Bay,,Island,-42.11000061,148.0700073,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1843d,http://tlcmap.org/ghap,1288
a1843e,Gull Rock,Gull Rock,TAS,King Island,,Island,-39.91999817,143.8399963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1843e,http://tlcmap.org/ghap,1288
a1843f,Gullivers Hills,Gullivers Hills,TAS,Southern Midlands,,Hill,-42.31999969,147.4700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1843f,http://tlcmap.org/ghap,1288
a18440,Gullivers Lagoon,Gullivers Lagoon,TAS,Southern Midlands,,Lagoon,-42.31000137,147.4600067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18440,http://tlcmap.org/ghap,1288
a18441,Gulls Nest Point,Gulls Nest Point,TAS,Glamorgan-Spring Bay,,Point,-42.63000107,148.0299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18441,http://tlcmap.org/ghap,1288
a18442,Gully Run Hill,Gully Run Hill,TAS,Northern Midlands,,Hill,-41.56000137,147.3300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18442,http://tlcmap.org/ghap,1288
a18443,Gum Bank,Gum Bank,TAS,Circular Head,,Slope,-40.79000092,145.0700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18443,http://tlcmap.org/ghap,1288
a18444,Gum Bottom,Gum Bottom,TAS,Circular Head,,Plain,-40.70999908,144.6999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18444,http://tlcmap.org/ghap,1288
a18445,Gum Flat,Gum Flat,TAS,Dorset,,Plain,-41.31000137,147.6999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18445,http://tlcmap.org/ghap,1288
a18446,Gum Flats,Gum Flats,TAS,Latrobe,,Plain,-41.31000137,146.4499969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18446,http://tlcmap.org/ghap,1288
a18447,Gum Hill,Gum Hill,TAS,Kingborough,,Hill,-43.34999847,147.2599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18447,http://tlcmap.org/ghap,1288
a18448,Gum Hill,Gum Hill,TAS,Waratah-Wynyard,,Hill,-41.04999924,145.7200012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18448,http://tlcmap.org/ghap,1288
a18449,Gum Ridge,Gum Ridge,TAS,West Coast,,Ridge2,-42.45000076,145.9799957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18449,http://tlcmap.org/ghap,1288
a1844a,Gum Scrub Creek,Gum Scrub Creek,TAS,Latrobe,,Stream,-41.29000092,146.5800018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1844a,http://tlcmap.org/ghap,1288
a1844b,Gum Top,Gum Top,TAS,Meander Valley,,Hill,-41.63000107,146.7599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1844b,http://tlcmap.org/ghap,1288
a1844c,Gum Tree Hole,Gum Tree Hole,TAS,Glamorgan-Spring Bay,,Lagoon,-42.04000092,148.1499939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1844c,http://tlcmap.org/ghap,1288
a1844d,Gumhill Creek,Gumhill Creek,TAS,Dorset,,Stream,-40.86000061,148.2100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1844d,http://tlcmap.org/ghap,1288
a1844e,Gumtop,Gumtop,TAS,Derwent Valley,,Hill,-42.84999847,147.0899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1844e,http://tlcmap.org/ghap,1288
a1844f,Gun Creek,Gun Creek,TAS,Circular Head,,Stream,-41.06999969,145.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1844f,http://tlcmap.org/ghap,1288
a18450,Gun Lagoon,Gun Lagoon,TAS,Meander Valley,,Lagoon,-41.61999893,146.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18450,http://tlcmap.org/ghap,1288
a18451,Gun Lagoon Creek,Gun Lagoon Creek,TAS,Meander Valley,,Stream,-41.63999939,146.3200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18451,http://tlcmap.org/ghap,1288
a18452,Guncarriage Hill,Guncarriage Hill,TAS,Flinders,,Hill,-40.27000046,148.2899933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18452,http://tlcmap.org/ghap,1288
a18453,Gunfight Creek,Gunfight Creek,TAS,Huon Valley,,Stream,-43.18000031,145.9600067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18453,http://tlcmap.org/ghap,1288
a18454,Gunners Quoin,Gunners Quoin,TAS,Brighton,,Mountain,-42.75999832,147.3200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18454,http://tlcmap.org/ghap,1288
a18455,Gunnia Gully,Gunnia Gully,TAS,Glamorgan-Spring Bay,,Gully,-42.20999908,148.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18455,http://tlcmap.org/ghap,1288
a18456,Gunnings Sugarloaf,Gunnings Sugarloaf,TAS,Southern Midlands,,Hill,-42.61000061,147.3899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18456,http://tlcmap.org/ghap,1288
a18457,Gunns Creek,Gunns Creek,TAS,Southern Midlands,,Stream,-42.63000107,147.1100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18457,http://tlcmap.org/ghap,1288
a18458,Gunns Hill,Gunns Hill,TAS,Sorell,,Hill,-42.81999969,147.7299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18458,http://tlcmap.org/ghap,1288
a18459,Gunns Lake,Gunns Lake,TAS,Central Highlands,,Lake,-41.88999939,146.9700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18459,http://tlcmap.org/ghap,1288
a1845a,Gunns Marsh,Gunns Marsh,TAS,Central Highlands,,Swamp,-41.88999939,146.9600067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1845a,http://tlcmap.org/ghap,1288
a1845b,Gunns Plains,Gunns Plains,TAS,Central Coast,,Plain,-41.27000046,146.0200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1845b,http://tlcmap.org/ghap,1288
a1845c,Gunns Plains,Gunns Plains,TAS,Central Coast,,Suburb/Locality,-41.27000046,146.0299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1845c,http://tlcmap.org/ghap,1288
a1845d,Gunns Plains Cave,Gunns Plains Cave,TAS,Central Coast,,Cave,-41.29000092,146.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1845d,http://tlcmap.org/ghap,1288
a1845e,Gunns Plains Cave State Reserve,Gunns Plains Cave State Reserve,TAS,Central Coast,,Reserve,-41.29000092,146.0,Australian Gazetteer,,Parks 14/15,,,,http://tlcmap.org/ghap/search?id=a1845e,http://tlcmap.org/ghap,1288
a1845f,Gunns Plains Sugarloaf,Gunns Plains Sugarloaf,TAS,Central Coast,,Hill,-41.27000046,146.0599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1845f,http://tlcmap.org/ghap,1288
a18460,Gunns Point,Gunns Point,TAS,Sorell,,Point,-42.81999969,147.6000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18460,http://tlcmap.org/ghap,1288
a18461,Gunns Sugarloaf,Gunns Sugarloaf,TAS,Brighton,,Hill,-42.72000122,147.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18461,http://tlcmap.org/ghap,1288
a18462,Gunters Bay,Gunters Bay,TAS,Flinders,,Bay,-40.20999908,148.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18462,http://tlcmap.org/ghap,1288
a18463,Guthrie Creek,Guthrie Creek,TAS,Waratah-Wynyard,,Stream,-41.61000061,145.0800018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18463,http://tlcmap.org/ghap,1288
a18464,Guts Ache Creek,Guts Ache Creek,TAS,Break O'Day,,Stream,-41.68000031,147.9100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18464,http://tlcmap.org/ghap,1288
a18465,Gutteridge Gardens,Gutteridge Gardens,TAS,Waratah-Wynyard,,Park,-41.382,145.496,TAS LGA,Only accurate to LGA,Superseded,,,,http://tlcmap.org/ghap/search?id=a18465,http://tlcmap.org/ghap,1288
a18466,Guvys Lagoon,Guvys Lagoon,TAS,Southern Midlands,,Pond1,-42.61000061,147.2799988,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18466,http://tlcmap.org/ghap,1288
a18467,Guy Fawkes Creek,Guy Fawkes Creek,TAS,West Coast,,Stream,-42.45999908,145.6000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18467,http://tlcmap.org/ghap,1288
a18468,Guy Fawkes Hill,Guy Fawkes Hill,TAS,Clarence,,Hill,-42.86000061,147.4499969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18468,http://tlcmap.org/ghap,1288
a18469,Guy Fawkes Rivulet,Guy Fawkes Rivulet,TAS,Hobart,,Stream,-42.88999939,147.2799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18469,http://tlcmap.org/ghap,1288
a1846a,Guys Dirty Hole,Guys Dirty Hole,TAS,Break O'Day,,Gully,-41.65000153,148.1699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1846a,http://tlcmap.org/ghap,1288
a1846b,Guyton Point,Guyton Point,TAS,Circular Head,,Point,-40.68000031,145.0399933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1846b,http://tlcmap.org/ghap,1288
a1846c,Gwandalan,Gwandalan,TAS,Tasman,,District1,-43.0,147.6600037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1846c,http://tlcmap.org/ghap,1288
a1846d,Gwins Sugarloaf,Gwins Sugarloaf,TAS,Latrobe,,Hill,-41.22999954,146.5500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1846d,http://tlcmap.org/ghap,1288
a1846e,Gwynns Point,Gwynns Point,TAS,Sorell,,Point,-42.83000183,147.6000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1846e,http://tlcmap.org/ghap,1288
a1846f,Gypsy Bay,Gypsy Bay,TAS,Sorell,,Bay,-42.90000153,147.6699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1846f,http://tlcmap.org/ghap,1288
a18470,Gypsy Shoal,Gypsy Shoal,TAS,Clarence,,Shoal,-42.95000076,147.4100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18470,http://tlcmap.org/ghap,1288
a18471,H J H Point,H J H Point,TAS,Flinders,,Point,-40.29999924,147.8300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18471,http://tlcmap.org/ghap,1288
a18472,Haddens Bay,Haddens Bay,TAS,Central Highlands,,Bay,-41.97999954,146.6999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18472,http://tlcmap.org/ghap,1288
a18473,Haddens Hill,Haddens Hill,TAS,Southern Midlands,,Hill,-42.52999878,147.2200012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18473,http://tlcmap.org/ghap,1288
a18474,Hades Ridge,Hades Ridge,TAS,West Coast,,Ridge2,-41.66999817,145.1100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18474,http://tlcmap.org/ghap,1288
a18475,Hadfields Creek,Hadfields Creek,TAS,Huon Valley,,Stream,-43.16999817,146.8099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18475,http://tlcmap.org/ghap,1288
a18476,Hadspen,Hadspen,TAS,Meander Valley,,Suburb/Locality,-41.5,147.0599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18476,http://tlcmap.org/ghap,1288
